Log 2 Ratio RNA Protrusion/Body_1,Log 2 Ratio RNA Protrusion/Body_2,ENSG,Gene name,Protein name,Uniprot
0.34972,0.453725,ENSG00000127337,YEATS4,YEATS domain-containing protein 4,O95619;Q9NQD0
0.17208,0.453586,ENSG00000087008,ACOX3,Acyl-coenzyme A oxidase;Peroxisomal acyl-coenzyme A oxidase 3,B2R856;O15254;Q96AJ8
0.40275,0.453536,ENSG00000125743,SNRPD2,Small nuclear ribonucleoprotein Sm D2,A8K797;P43330;P62316
0.17268,0.453405,ENSG00000144815,FAM55C,NXPE family member 3,A8K0X4;C9K0A9;Q7Z2S8;Q969Y0
0.49325,0.453202,ENSG00000106571,GLI3,Transcriptional activator GLI3;Transcriptional repressor GLI3R,A4D1W1;B4DRK1;C9J9N4;O75219;P10071;Q17RW4;Q75MT0;Q75MU9;Q9UDT5;Q9UJ39
0.482097,0.452787,ENSG00000136828,RALGPS1,Ras-specific guanine nucleotide-releasing factor RalGPS1,B4DR86;O15059;Q5JS12;Q5JS13;Q5JT60;Q5JT61;Q5JT65;Q5JUG5;Q8N4S6;Q8N5H4;Q8WUV7;Q9NZ16
0.82359,0.452735,ENSG00000086712,TXLNG,Gamma-taxilin,Q2KQ75;Q5JNZ7;Q9NUQ3;Q9P0X1
0.81097,0.452575,ENSG00000133731,IMPA1,Inositol monophosphatase 1,B2R733;B4DLN3;B7Z6Q4;P29218;Q9UK71
0.33996,0.451655,ENSG00000163798,SLC4A1AP,Kanadaptin,A6NJ39;B4DV74;Q4KMT1;Q4KMX0;Q7Z5Q9;Q9BWU0;Q9NVN2
0.59219,0.451595,ENSG00000101109,STK4,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 4 37kDa subunit,A0PJ51;B2RCR8;Q13043;Q15452;Q15802;Q4G156;Q59FZ4;Q5H982;Q6PD60;Q9BR32;Q9BS84;Q9NTZ4
0.25867,0.451545,ENSG00000198663,C6orf89,Bombesin receptor-activated protein C6orf89,B4DTT1;B7Z9L9;Q5TDC5;Q5TDC7;Q6UWU4;Q6ZMG5;Q7Z356;Q8IZ35;Q96LN2
0.55172,0.451115,ENSG00000156928,C7orf30,Mitochondrial assembly of ribosomal large subunit protein 1,A4D154;Q96EH3
0.58752,0.450915,ENSG00000101084,C20orf24,Uncharacterized protein C20orf24,O00605;Q5QPG6;Q5QPG7;Q9BT03;Q9BUV8;Q9BZT8;Q9BZU7;Q9UI05
0.50517,0.450315,ENSG00000075785,RAB7A,Ras-related protein Rab-7a,A8K3V6;B4DPH9;C9IZZ0;C9J4S4;C9J4V0;C9J592;C9J7D1;C9J8S3;C9JUH2;P51149;Q9NWJ0;Q9UPB0
0.0724401,0.450015,ENSG00000140382,HMG20A,High mobility group protein 20A,A6NHY3;B4DMG1;Q53G31;Q9NP66;Q9NSF6
0.75554,0.449595,ENSG00000159079,C21orf59,Uncharacterized protein C21orf59,C9J818;C9JX57;P57076;Q53FH0;Q8N9H5;Q96NJ2;Q9NX33
0.4851,0.449585,ENSG00000151491,EPS8,Epidermal growth factor receptor kinase substrate 8,A6NMC3;A8K6W2;A8KA66;B4DX66;B4E3T6;Q12929;Q8N6J0
0.39222,0.449525,ENSG00000121060,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,Q14258;Q59GW5
0.767214,0.449373,ENSG00000140987,ZNF434,Zinc finger and SCAN domain-containing protein 32,B4DR24;B4DWL5;B4E0D9;C9JB03;Q6WMU8;Q7Z6G2;Q8NFX8;Q9BU74;Q9NX65
0.80465,0.449355,ENSG00000147872,ADFP;PLIN2,Perilipin-2,B4DJK9;B4DNH6;Q5SYF3;Q5SYF4;Q5SYF5;Q6FHZ7;Q99541;Q9BSC3
0.61874,0.449005,ENSG00000051108,HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,A4UAE9;A8K6A0;A8K7S3;B4DXX2;B4E3N8;O60644;Q15011;Q53FP9;Q6IAN8;Q96D92;Q9HBR2
0.40939,0.448956,ENSG00000143153,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,A3KLL5;A6NGH2;B4DJG0;B7Z9S8;P05026;Q58I20;Q5TGZ3;Q6LEU2
0.0589602,0.448835,ENSG00000143149,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase,B2R6X1;B4DE91;B4DX14;B4DXY7;B4DYY1;B9EKV4;P49189;Q5VV90;Q6LCL1;Q9NZT7
0.58911,0.448696,ENSG00000183199,HSP90AB3P,Putative heat shock protein HSP 90-beta-3,Q58FF7
0.609253,0.44799,ENSG00000196312,HIATL2,Hippocampus abundant transcript-like protein 2,Q5VZR4;Q9BSG7
1.40962,0.447806,ENSG00000130347,NIMP;RTN4IP1,"Reticulon-4-interacting protein 1, mitochondrial",B2R9Y1;Q8N9B3;Q8WWV3;Q8WZ66;Q96RL8;Q9BRA4
0.28184,0.447025,ENSG00000108582,CPD,Carboxypeptidase D,B7Z7T9;B7ZAU4;O15377;O75976;Q86SH9;Q86XE6
0.57881,0.446745,ENSG00000166557,TMED3,Transmembrane emp24 domain-containing protein 3,A8K069;B4DN05;B4E277;Q2T9F8;Q53HR4;Q8N2D9;Q9UMB6;Q9Y3Q3
0.63298,0.446335,ENSG00000078618,NRD1,Nardilysin,A6NI41;B1AKJ5;B4DRI0;B4DYV0;O15241;O15242;O43847;Q5TFB9;Q5VUL0;Q6UUU9;Q96HB2;Q96L67;Q9NU57
0.36978,0.445865,ENSG00000085377,PREP,Prolyl endopeptidase,B2RAH7;P48147;Q8N6D4;Q9BX53;Q9UM02
0.69468,0.445575,ENSG00000074319,TSG101,Tumor susceptibility gene 101 protein,Q86SI0;Q99816;Q9BUM5
1.01565,0.444765,ENSG00000147654,EBAG9;PDAF;RCAS1,Receptor-binding cancer antigen expressed on SiSo cells,A8K3N6;O00559;Q5Y8C7;Q6IB20;Q6R3F1;Q9BS76
0.5911,0.444265,ENSG00000143157,POGK,Pogo transposable element with KRAB domain,B4DF62;B4DS22;Q5TIJ1;Q5TIJ2;Q8TE07;Q9P215
0.39637,0.444235,ENSG00000096060,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,B7Z7Z8;B7Z8G2;Q13451;Q2TA84;Q53GX4;Q59EB8;Q5TGM6;Q6ZR21
0.48223,0.444115,ENSG00000137955,RABGGTB,Geranylgeranyl transferase type-2 subunit beta,A8KAJ2;P53611;Q59GT6;Q5T4U8;Q6IB63;Q92697
0.80629,0.443385,ENSG00000180376,CCDC66,Coiled-coil domain-containing protein 66,A2RUB6;B3KWL8;C9JGU1;C9JYB8;Q4VC34;Q8N949
-0.41875,0.443215,ENSG00000140525,FANCI,Fanconi anemia group I protein,A4ZVE4;A5YMH4;A6NJZ0;B3KNW8;B7ZMF2;Q96JN1;Q96ST0;Q9BT96;Q9NVI1
0.47936,0.442795,ENSG00000099795,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,P17568;Q6ICN9;Q9UI16
0.37439,0.442475,ENSG00000122126,OCRL,Inositol polyphosphate 5-phosphatase OCRL-1,A6NKI1;A6NNH7;A8KAP2;B7ZLX2;O60800;Q01968;Q15684;Q15774;Q4VY09;Q4VY10;Q504W7;Q5JQF1;Q5JQF2;Q6PJ10;Q9UJG5;Q9UMA5
0.61874,0.442235,ENSG00000025800,KPNA6,Importin subunit alpha;Importin subunit alpha-7,B2RDC7;B4DII5;B4DWX3;O60684;Q5TFJ7;Q5VVU3
-0.11693,0.442195,ENSG00000169814,BTD,Biotinidase,A6NHF2;B2R865;B4DFX1;B4DLJ9;B7Z7C9;C9J387;C9JSN9;P43251;Q96EM9
0.622,0.441635,ENSG00000140395,WDR61,WD repeat-containing protein 61,Q6IA22;Q7Z4X4;Q9GZS3
-0.21299,0.441415,ENSG00000083520,DIS3,Exosome complex exonuclease RRP44,A6NI21;A8QI98;B2RBL2;B3KM83;Q49AG4;Q5W0P7;Q5W0P8;Q658Z7;Q7Z481;Q8WWI2;Q9UG36;Q9Y2L1
0.49529,0.441395,ENSG00000091622,PITPNM3,Membrane-associated phosphatidylinositol transfer protein 3,A1A5C9;A1A5D0;Q59GH9;Q9BZ71;Q9NPQ4
0.18355,0.440755,ENSG00000117528,ABCD3,ATP-binding cassette sub-family D member 3,B4DL07;B4DZ22;P28288;Q15271;Q6NUN5;Q96DA3;Q9H529
0.73799,0.440755,ENSG00000182180,MRPS16,"28S ribosomal protein S16, mitochondrial",A6ND22;B4E032;Q96Q60;Q9Y3D3
0.43547,0.440615,ENSG00000185722,ANKFY1;DKFZp686M19106,Ankyrin repeat and FYVE domain-containing protein 1,A8KA65;B3KPZ0;Q5H9P4;Q5RKV4;Q9P2R3;Q9ULG5
0.70821,0.440575,ENSG00000124831,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1,C9JTC6;O75766;O75799;Q05D04;Q32MZ4;Q32MZ5;Q53T49;Q6PKG2;Q9BSL6;Q9H3B7;Q9Y607
0.54937,0.440225,ENSG00000180764,PIPSL,Putative PIP5K1A and PSMD4-like protein,A2A3N6;Q6NUK8
0.63448,0.440035,ENSG00000143612,C1orf43;NS5ATP4A,Uncharacterized protein C1orf43,A8K3G8;Q09GN0;Q5M801;Q5VU73;Q5VU83;Q96HP7;Q9BWL3;Q9UFU2;Q9UGL7;Q9UGL8;Q9Y2R6
0.46212,0.438905,ENSG00000082805,ERC1,ELKS/Rab6-interacting/CAST family member 1,A2RU77;A7E295;B4DG07;Q6NVK2;Q8IUD2;Q8IUD3;Q8IUD4;Q8IUD5;Q8NAS1;Q9NXN5;Q9UIK7;Q9UPS1
0.57056,0.438245,ENSG00000107771,DKFZp686O11112;FAM190B,Serine-rich coiled-coil domain-containing protein 2,B4DFY4;B4DQU9;B7WPE8;Q6N055;Q8N6E9;Q9H2S0;Q9H7U1;Q9ULU1
0.24803,0.438225,ENSG00000169398,DKFZp666O0110;PTK2,Focal adhesion kinase 1,A8MYY5;B4DH13;B4DWJ1;B4E2N6;C9JYH6;Q05397;Q14291;Q59GM6;Q59GN8;Q658W2;Q8IYN9;Q8N9D7;Q9UD85
0.38975,0.438085,ENSG00000175387,SMAD2,Mothers against decapentaplegic homolog 2,B7Z5N5;Q15796;Q53XR6
0.59772,0.437835,ENSG00000100815,DKFZp686C06243;TRIP11,Thyroid receptor-interacting protein 11,B2RUT2;O14689;O15154;O95949;Q15643;Q6MZL5
0.40271,0.437665,ENSG00000112664,NUDT3,Diphosphoinositol polyphosphate phosphohydrolase 1,B2R8N4;O95989
0.46804,0.437655,ENSG00000197345,MRPL21,"39S ribosomal protein L21, mitochondrial",A6NKU0;B4DXI4;C9JPR2;Q7Z2W9
0.34043,0.437585,ENSG00000205643,C22orf40;cB5E3.2,Cysteine-rich DPF motif domain-containing protein 1,A6NCA1;A9IU12;A9IU16;Q3ZCR8;Q6ICF3;Q6NVV7
0.35583,0.437185,ENSG00000101654,hCMT1c;RNMT,mRNA cap guanine-N7 methyltransferase,A8K946;B0YJ90;B7Z3U8;B7Z8S9;O43148;O94996;Q05D80;Q05DQ2;Q9UEB8;Q9UIJ9
0.36674,0.436945,ENSG00000136273,HUS1,Checkpoint protein HUS1,A4D2F2;B4DFI9;C9JA95;C9JCK8;C9JWZ2;O60921
0.55315,0.436766,ENSG00000070961,ATP2B1,Plasma membrane calcium-transporting ATPase 1,A1X4P7;P20020;Q12992;Q12993;Q13819;Q13820;Q13821;Q16504;Q3L582;Q58F24;Q59H63;Q93082
-0.2622,0.436605,ENSG00000114857,DKFZp686F1754;DKFZp686G0426;DKFZp686J06106;DKFZp686N24126;NKTR,NK-tumor recognition protein;Peptidyl-prolyl cis-trans isomerase;Putative peptidyl-prolyl cis-trans isomerase,A8K7K2;B5MDD9;C9JMM5;P30414;Q59EC3;Q6M1B6;Q6M1B8;Q6MZH6;Q6N014
0.587955,0.436104,ENSG00000160844,GATS;LOC402292,Putative protein GATS,A4D2B4;Q68D93;Q6P198;Q6PII7;Q7Z720;Q86UK9;Q8NAP1
0.454971,0.436065,ENSG00000129250,KIF1C,Kinesin-like protein KIF1C,O43896;O75186;Q5U618
0.48317,0.435875,ENSG00000105887,DKFZp761E1322;MTPN,Myotrophin,C9JL85;P58546;Q69YG1
0.567991,0.435575,ENSG00000112078,KCTD20,BTB/POZ domain-containing protein KCTD20,B4DIP9;B4DZD3;B4E2Q3;C9J5B3;C9J624;C9JY11;Q5W105;Q69YQ7;Q7Z5Y7;Q8IZ55
-0.00329995,0.435095,ENSG00000125454,DKFZp667O1614;SLC25A19,Mitochondrial thiamine pyrophosphate carrier,Q5JPC1;Q6V9R7;Q8NBT6;Q9HC21
0.73193,0.434685,ENSG00000108848,CROP;LUC7L3,Luc7-like protein 3,A8K3C5;B3KN54;B4DJ96;C9JL41;O95232;Q6PHR9;Q6PKC2;Q86Y74;Q9NUY0;Q9P2S7
0.56948,0.434536,ENSG00000101856,PGRMC1,Membrane-associated progesterone receptor component 1,O00264;Q6IB11;Q9UGJ9
0.2065,0.434135,ENSG00000104723,TUSC3,Tumor suppressor candidate 3,A8MSM0;Q13454;Q14911;Q14912;Q6Q319;Q6Q320;Q96FW0
0.0601102,0.434045,ENSG00000100479,POLE2,DNA polymerase epsilon subunit 2,A0AV55;A4FU92;A4LBB7;A6NH58;O43560;P56282
0.71071,0.433845,ENSG00000163249,CCNYL1,Cyclin-Y-like protein 1,C9IYB8;Q6NX60;Q8N7R7
-0.41228,0.433815,ENSG00000104147,OIP5,Protein Mis18-beta,O43482;Q96BX7
0.31014,0.432996,ENSG00000009780,FAM76A,Protein FAM76A,A8K255;B1AJQ5;B4DWT3;O95565;O95566;Q8N7J5;Q8TAV0
0.51048,0.432976,ENSG00000170584,NUDCD2,NudC domain-containing protein 2,B2R4V0;Q8WVJ2
0.12786,0.432865,ENSG00000154518,ATP5A;ATP5G3,"ATP synthase lipid-binding protein, mitochondrial",B2R4Z0;P48201;Q16733;Q4ZFX7;Q6LEU9
0.37356,0.432278,ENSG00000196387,ZNF140,Zinc finger protein 140,B2R7W6;B4DKI0;P52738;Q05CP6;Q8IV75
0.624189,0.431955,ENSG00000103707,MTFMT,"Methionyl-tRNA formyltransferase, mitochondrial",B7Z734;Q96DP5
0.20288,0.431485,ENSG00000124151,NCOA3,Nuclear receptor coactivator 3,A4LAZ5;A8K0W8;B4DL21;B4DYS9;B4DYT5;C9JCR8;Q0IIN7;Q0VF45;Q569F6;Q59EE8;Q5JYD9;Q5JYE0;Q9BR49;Q9UPC9;Q9UPG4;Q9UPG7;Q9Y6Q9
0.60061,0.431215,ENSG00000144354,CDCA7,Cell division cycle-associated protein 7,B4DLP8;B4DM13;B4DV66;Q53EW5;Q580W9;Q658K4;Q658N4;Q8NBY9;Q96BV8;Q96SP5;Q9BWT1
-0.05035,0.431135,ENSG00000128487,SPECC1,Cytospin-B,A8MV89;B4DHH0;B4DIW7;B4DQ24;B4DW07;B4E2A4;B7WNS8;C9JLR6;Q5IBP1;Q5IBP2;Q5IBP3;Q5IBP4;Q5M772;Q5M773;Q5M774;Q5M775;Q86XT8;Q8N4U4;Q8WU84;Q9HCQ3
0.3769,0.431115,ENSG00000129521,EGLN3,Egl nine homolog 3,A6XP73;B3KVT0;Q2TA79;Q3B8N4;Q3T1B0;Q6P1R2;Q9H6Z9
0.72336,0.431045,ENSG00000156026,MCU,"Calcium uniporter protein, mitochondrial",B2RDF3;B3KXV7;B4DWD0;Q8NE86;Q96FL3
-0.38161,0.430955,ENSG00000075914,EXOSC7,Exosome complex component RRP42,B2RDZ9;B4DIU0;Q15024;Q96E72
0.169944,0.43083,ENSG00000173517,PEAK1,Pseudopodium-enriched atypical kinase 1,Q6ZS78;Q8NAZ4;Q8NCM3;Q8TEG7;Q9H792
0.41494,0.430305,ENSG00000163785,RYK,Tyrosine-protein kinase RYK,P34925;Q04696;Q59FQ5;Q8WTZ8
0.40811,0.429895,ENSG00000144357,DKFZp686N10185;UBR3,E3 ubiquitin-protein ligase UBR3,B4DZR7;Q2KHN5;Q68DC1;Q6ZR55;Q6ZSC2;Q6ZT12;Q8IVE7;Q8ND96
0.42203,0.429826,ENSG00000112378,PERP,p53 apoptosis effector related to PMP-22,B2RB73;C9J9I8;Q8IWS3;Q8N1J6;Q8NC16;Q96FX8;Q9H1C5;Q9H230
0.470589,0.429796,ENSG00000148814,LRRC27;RP11-273H7.2-010,Leucine-rich repeat-containing protein 27,A6NE72;A6NJB4;A6NKD3;B3KUK5;B4DJ72;B4DW88;Q5SZH6;Q5SZH7;Q5SZH8;Q5SZH9;Q86XT5;Q8N7C8;Q8NA21;Q9C0I9
0.16994,0.429728,ENSG00000118922,KLF12,Krueppel-like factor 12,A8K5T2;Q5VZM7;Q8WWI3;Q9UHZ0;Q9Y4X4
0.32506,0.429515,ENSG00000145041,VPRBP,Protein VPRBP,B3KN11;Q2YD74;Q8TBD9;Q9HCA1;Q9UG37;Q9Y4B6
0.39286,0.429235,ENSG00000167196,FBXO22,F-box only protein 22,B4DFX7;Q0D2P8;Q53EY9;Q6PIL5;Q8IXW3;Q8NEZ5;Q9H824;Q9UKC0
0.2777,0.428755,ENSG00000172301,COPR5,Coordinator of PRMT5 and differentiation stimulator,A6NP14;Q96EF5;Q96P75;Q9NQ92
0.39832,0.428475,ENSG00000135392,DNAJC14,DnaJ homolog subfamily C member 14,A5YM67;A8K5A7;B3KVP2;Q17RY2;Q66K17;Q6Y2X3;Q96M65;Q96N59;Q96T63;Q9C062
0.371721,0.428365,ENSG00000167325,RRM1,Ribonucleoside-diphosphate reductase;Ribonucleoside-diphosphate reductase large subunit,B4DNN4;B4DS95;B4DXB0;B4DXD1;B4E0I8;P23921;Q53GZ5;Q9UNN2
0.21586,0.428335,ENSG00000052749,RRP12,RRP12-like protein,B3KMR5;B3KPQ2;B3KY97;B4DK00;Q5JTH8;Q5JTH9;Q69YK4;Q96E87;Q9BUH3;Q9Y4C7
0.154612,0.428189,ENSG00000091157,WDR7,WD repeat-containing protein 7,A2RRE0;A7E2C8;Q86UX5;Q86VP2;Q96PS7;Q9Y4E6
0.55795,0.427305,ENSG00000009844,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,B4DW55;C9JMZ1;Q5TGM0;Q5TGM1;Q6IAE8;Q9H0R2;Q9H3K9;Q9NP79;Q9P0Q0
0.71436,0.426865,ENSG00000132424,PNISR;SFRS18,Arginine/serine-rich protein PNISR,A8K540;Q3B7B6;Q4G0P9;Q5T064;Q5T065;Q6P2B4;Q6P2N4;Q6PJ93;Q6PJQ9;Q6PK36;Q7Z640;Q8N2L1;Q8TEZ9;Q8TF00;Q8TF01;Q96K10;Q96SI3;Q96SM5;Q9P076;Q9P0C0;Q9Y4N3
0.0490701,0.426635,ENSG00000135604,STX11,Syntaxin-11,O75378;O75558;O95148;Q5TCL6
-0.25854,0.426405,ENSG00000167202,DKFZp434O086;TBC1D2B,TBC1 domain family member 2B,A7MD42;B2RTQ2;B7ZMF1;C9JW56;Q69YW7;Q8N1F9;Q9NXM0;Q9UPU7
0.33504,0.426205,ENSG00000164347,GFM2,"Ribosome-releasing factor 2, mitochondrial",A0AR28;Q8N6D8;Q8WYI0;Q969S9;Q9H6Z1
0.33028,0.426101,ENSG00000153575,TUBGCP5,Gamma-tubulin complex component 5,A8K1E4;Q6IQ52;Q96PY8;Q96RT8
0.44747,0.425735,ENSG00000181019,NQO1,NAD(P)H dehydrogenase [quinone] 1,B2R5Y9;B4DLR8;B4DNM7;B4DQP5;B7ZAD1;P15559;Q3B792;Q53G81;Q86UK1
0.36691,0.424935,ENSG00000138744,NAAA,N-acylethanolamine-hydrolyzing acid amidase;N-acylethanolamine-hydrolyzing acid amidase subunit alpha;N-acylethanolamine-hydrolyzing acid amidase subunit beta,B4DVL2;C9JS44;Q02083;Q5KTF2;Q96EY2;Q9BRA8
-0.0541701,0.424932,ENSG00000070371,CLTCL1,Clathrin heavy chain 2,A4FU99;B7Z2Y4;B7Z7U5;P53675;Q14017;Q15808;Q15809
0.60765,0.424905,ENSG00000075975,MKRN2,Probable E3 ubiquitin-protein ligase makorin-2,A6NIA2;B3KRC5;B4DPR4;C9J494;Q8N391;Q96BD4;Q9BUY2;Q9H000;Q9NRY1
0.302521,0.424435,ENSG00000159200,DSCR1;RCAN1,Calcipressin-1,O00582;O00583;P53805;Q53XT0;Q6FGP2;Q6IBC6;Q6ZMM3;Q7Z555;Q96R03;Q9BU69;Q9H2A1;Q9UF15;Q9UME4
0.3647,0.424285,ENSG00000135108,FBXO21,F-box only protein 21,B3KMF0;B3KQC8;O94952;Q4G104;Q5BJG0;Q8IUQ5;Q9H087
0.47988,0.424055,ENSG00000116761,CTH,Cystathionine gamma-lyase,B4E1R2;P32929;Q53FB3;Q53Y79;Q9H4W7;Q9H4W8
0.09184,0.423665,ENSG00000115977,AAK1,AP2-associated protein kinase 1,B7ZLC4;Q2M2I8;Q4ZFZ3;Q53RX6;Q9BUD9;Q9UPV4
0.45074,0.423635,ENSG00000131023,LATS1,Serine/threonine-protein kinase LATS1,O95835;Q59FN4;Q6PJG3;Q6PKD0
1.43421,0.423535,ENSG00000129084,PSMA1,Proteasome subunit alpha type;Proteasome subunit alpha type-1,A8K400;B4DEV8;B4E0X6;P25786;Q53YE8;Q9BRV9
-0.0218198,0.423375,ENSG00000170464,DNAJC18,DnaJ homolog subfamily C member 18,Q9H819
0.60195,0.423315,ENSG00000124596,C6orf130,O-acetyl-ADP-ribose deacetylase 1,A6NEK4;A8K4H4;C9IZY1;C9J5P1;C9JA90;C9JNE2;C9JXC3;Q05CR9;Q96F23;Q9Y530
0.0334501,0.422615,ENSG00000124198,ARFGEF2,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,B3KMT7;B4DYN7;Q59FR3;Q5TFT9;Q86TH5;Q9NTS1;Q9Y6D5
0.17146,0.422545,ENSG00000109171,SLAIN2,SLAIN motif-containing protein 2,A8K4P1;Q8N5R3;Q9P270
0.53136,0.422375,ENSG00000136770,DNAJC1,DnaJ homolog subfamily C member 1,A4VCI1;B0YIZ8;C9JCD0;Q5T1X2;Q5T1X3;Q5VX89;Q96KC8;Q96NY3;Q9H6B8
0.84739,0.422325,ENSG00000078401,EDN1,Big endothelin-1;Endothelin-1,P05305;Q6FH53;Q96DA1
0.808688,0.422296,ENSG00000169131,ZNF354A,Zinc finger protein 354A,A8K3U6;O60765;Q86Y64;Q9UNJ8
0.31081,0.421905,ENSG00000121022,COPS5,COP9 signalosome complex subunit 5,O15386;Q59GH5;Q6AW95;Q86WQ4;Q92905;Q9BQ17
0.863187,0.421785,ENSG00000165698,C9orf9,Uncharacterized protein C9orf9,Q96E40;Q9UGQ0
0.610682,0.421741,ENSG00000115267,IFIH1;MDA5,Interferon-induced helicase C domain-containing protein 1,A8KA76;Q2NKL6;Q53TB6;Q53TP4;Q6DC96;Q86X56;Q96MX8;Q9BYX4;Q9H3G6
0.82722,0.421705,ENSG00000160345,C9orf116,UPF0691 protein C9orf116,Q5BN46;Q5T897;Q5T8A8;Q8WU44
0.89782,0.421455,ENSG00000115355,CCDC88A;KIAA1212,Girdin,A1IGE7;B3KW94;B4DSN0;B7ZM78;C9J225;C9JG83;O14997;Q3V6T2;Q53SF1;Q581G3;Q5HYD0;Q6DCA5;Q6PAV0;Q7Z339;Q7Z3C5;Q86YH1;Q9NW05;Q9UI01;Q9ULK8
0.445,0.420545,ENSG00000143774,DKFZp666D023;GUK1,Guanylate kinase;Poly(A)-specific ribonuclease PARN,B1ANG9;B1ANH0;B1ANH1;B1ANH2;B1ANH3;B1ANH5;B1ANH6;B4E1H6;Q16774;Q658U3;Q6IBG8;Q96IN2
0.094348,0.419388,ENSG00000151792,CTSO,Cathepsin O,B4DT95;P43234
0.0488801,0.419255,ENSG00000149483,TMEM138,Transmembrane protein 138,B4E044;Q5JPE1;Q9NPI0
0.58094,0.418535,ENSG00000205423,CNEP1R1;FLJ38101,Nuclear envelope phosphatase-regulatory subunit 1,B4DWN4;B8YCP3;Q4G1A9;Q5H9V0;Q8N9A8;Q8NE06
0.750481,0.418093,ENSG00000107890,ANKRD26;RP11-145E8.1,Ankyrin repeat domain-containing protein 26,A1L497;A6NH29;B1AM89;Q2TAZ3;Q6ZR14;Q9H1Q1;Q9NSK9;Q9NTD5;Q9NW69;Q9UPS8
0.60639,0.418025,ENSG00000134882,PHGDHL1;UBAC2,Ubiquitin-associated domain-containing protein 2,A8K2S7;B3KNV7;B3KW74;B7Z6T7;Q0VAB5;Q5JUH4;Q5W0W6;Q5W0W9;Q6GQR2;Q6P4B0;Q8N2E8;Q8NBM4;Q96NW2
0.40666,0.417746,ENSG00000186834,HEXIM1,Protein HEXIM1,B2R8Y5;B3KN49;O94992
0.52568,0.417726,ENSG00000171222,RAZ1;SCAND1,SCAN domain-containing protein 1,P57086;Q6IAG7;Q9NZG6
0.5486,0.417426,ENSG00000126945,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,A1L400;B4DFK9;P55795;Q9HHA7
0.34508,0.417355,ENSG00000103150,MLYCD,"Malonyl-CoA decarboxylase, mitochondrial",O95822;Q9UNU5;Q9Y3F2
0.50757,0.417215,ENSG00000137124,ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial",B2R8F0;B4DLJ0;P30837;Q8WX76;Q9BV45
1.03618,0.416855,ENSG00000082996,RNF13,E3 ubiquitin-protein ligase RNF13,A6NC87;B3KR12;C9IY58;C9J383;C9J5K1;C9J7B4;C9J8T4;C9JCY0;C9JQ46;C9JRV0;C9JU37;C9JYY4;O43567;Q05D66;Q6IBJ9
1.54458,0.416565,ENSG00000198130,HIBCH,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",B8ZZZ0;B9A058;Q53GA8;Q53GF2;Q53RF7;Q53TC6;Q6NVY1;Q92931;Q9BS94
0.495322,0.416563,ENSG00000109944,C11orf63,Uncharacterized protein C11orf63,A8K6G0;B3KUM2;Q6NUN7;Q96GB5;Q9H5D6
0.49547,0.415986,ENSG00000126070,EIF2C3,Protein argonaute-3,A8KA05;B1ALI0;B4DY67;B4E1P5;Q5TA55;Q5TA56;Q6NXU1;Q96JZ0;Q9H1U6;Q9H9G7
0.32661,0.415495,ENSG00000051128,HOMER3,Homer protein homolog 3,B2RA10;O14580;O95350;Q5U0L9;Q9NSB9;Q9NSC0;Q9NSC1;Q9NSC5
0.32779,0.415465,ENSG00000074695,LMAN1,Protein ERGIC-53,A0PJ85;B2R774;B4DVV0;P49257;Q12895;Q53FS4;Q8N5I7;Q9UQG1;Q9UQG2;Q9UQG3;Q9UQG4;Q9UQG5;Q9UQG6;Q9UQG7;Q9UQG8;Q9UQG9;Q9UQH0;Q9UQH1;Q9UQH2
0.15503,0.414985,ENSG00000166068,SPRED1,"Sprouty-related, EVH1 domain-containing protein 1",B2RPJ8;Q05D53;Q7Z699;Q8N256
0.34764,0.414595,ENSG00000181784,hCG_2044782;RNASE4,Ribonuclease 4,P34096;Q53XB4
0.12792,0.414435,ENSG00000159055,MIS18A,Protein Mis18-alpha,B2R562;Q542Z0;Q9NYP9
0.35325,0.414245,ENSG00000113356,POLR3G,DNA-directed RNA polymerase III subunit RPC7,A8MTH0;O15318
0.35085,0.414045,ENSG00000197961,ZNF121,Zinc finger protein 121,B4DNH5;P58317
0.45047,0.413585,ENSG00000181817,LSM10;MST074,U7 snRNA-associated Sm-like protein LSm10,Q7Z2T2;Q969L4
0.787579,0.413198,ENSG00000176274,MCART6,Solute carrier family 25 member 53,B2RTT9;Q5H9E4
